icao,regid,mdl,type,operator
50809b,ur-elf,an26,Antonov An-26,Air Boyoma
5080ab,ur-11819,an12,Antonov An-12,Motor Sich Airlines
5080b3,ur-zyd,a124,Antonov An-124,Maximus Air Cargo
5080bb,ur-czz,an12,Antonov An-12,Ukraine Air Alliance
5080c7,up-y4036,yk40,Yakovlev Yak-40K,East Wing
5080cf,ur-cwb,b350,Beech 300 Super King Air 350,Ukraine State Air Traffic Serv
5080d6,ur-cel,md83,McDonnell Douglas MD-83,Aviatrans K
5080d7,ra-42373,yk42,Yakovlev Yak-42D,UTair
5080db,ur-bxq,il76,Ilyushin IL76TD,Ukraine Air Alliance
5080e5,ur-mda,an26,Antonov An-26,Meridian
5080e7,ur-87215,yk40,Yakovlev Yak-40,Motor Sich Airlines
5080fc,ur-elh,an26,Antonov An-26,Air Urga
508105,ur-cwa,b350,Beech B300 Super King Air 350,Ukraine State Air Traffic Serv
508107,ur-msi,an24,Antonov An-24RV,Motor Sich Airlines
508108,ur-bxc,an24,Antonov An-24RV,Motor Sich Airlines
50810b,ur-88310,yk40,Yakovlev Yak-40,Motor Sich Airlines
508116,ur-cez,an12,Antonov An-12,Aerovis Airlines
50811d,ur-gas,b735,Boeing 737-528,Ukraine International Airlines
508123,ur-gat,b735,Boeing 737-528,Ukraine International Airlines
50812a,hi977,md83,McDonnell Douglas MD-83,UM Air
508131,76413,il76,Boeing 737-3L9,Dniproavia
50813a,ur-hbd,b350,Beech 300 Super King Air 350,Aerostar
50813c,ur-uww,b735,Boeing 737-5Y0,Ukraine International Airlines
508148,ur-wre,md82,McDonnell Douglas MD-82,Windrose
50814d,ur-gaw,b735,Boeing 737-5Y0,Ukraine International Airlines
50815b,ur-cah,an12,Antonov An-12,Ukraine Air Alliance
50815d,ur-caj,an12,Antonov An-12,Meridian
50815f,ur-aba,a319,Airbus A319-115X,Ukraine Government
508162,ur-wog,j328,Dornier 328-300 JET,Aerostar
50816f,ur-dnb,e145,Embraer ERJ-145EU,Dniproavia
508179,ur-cjn,an12,Antonov An-12,Cavok Air
508188,ur-gbc,b735,Boeing 737-5L9,Ukraine International Airlines
50818d,ur-dnf,e145,Embraer ERJ-145EU,Dniproavia
50818f,ur-crv,be9l,Beech C90B King Air,Private owner
508190,ur-cgw,an12,Antonov An-12BP,Ukraine Air Alliance
508191,ur-cgv,an12,Antonov An-12,Ukraine Air Alliance
5081a1,ur-dng,e145,Embraer ERJ-145EP,Dniproavia
5081a6,ur-faa,b733,Boeing 737-3Y0/F,Ukraine International Cargo
5081b8,ur-icd,crj2,Canadair Challenger 850,ISD Avia
5081cf,ur-gbd,b733,Boeing 737-36Q,Ukraine International Airlines
5081d0,ur-wes,p32r,Piper PA-32R Saratoga,Private owner
5081d1,ur-dnp,e145,Embraer ERJ-145EP,Dniproavia
5081e2,ur-chw,md82,McDonnell-Douglas MD82,Iran Air
5081e3,ur-chx,md82,McDonnell Douglas MD-82,Iran Air Tours
5081e5,ur-dav,j328,Dornier 328-310 JET,Aerostar
5081e7,ur-psa,b738,Boeing 737-8HX,Ukraine International Airlines
5081ec,ur-gea,b763,Boeing 767-322ER,Ukraine International Airlines
5081ee,ur-psb,b738,Boeing 737-8HX,Ukraine International Airlines
5081f9,ur-13395,an26,Antonov An-26-100,Antonov Design Bureau
5081fa,ur-cid,il76,Ilyushin Il-76TD,ZetAvia
5081fb,ur-psc,b738,Boeing 737-8HX,Ukraine International Airlines
508207,ur-psd,b738,Boeing 737-8HX,Ukraine International Airlines
508209,ep-cpv,md83,McDonnell Douglas MD-83,Caspian Airlines
508216,ur-dnt,e145,Embraer ERJ-145LR,Dniproavia
508217,ur-usa,prm1,Raytheon 390 Premier,Private owner
50821d,ur-ntn,a158,Antonov An-158,Antonov Design Bureau
50821e,ur-bxm,md82,McDonnell Douglas MD-82,Iran Air Tours
50822a,ur-ged,b763,Boeing 767-33A,Ukraine International Airlines
50822b,ur-dpb,e145,Embraer ERJ-145LR,Dniproavia
50822c,ur-wrj,a321,Airbus A321-231,Windrose
50822d,ur-cnn,an12,Antonov An-12,Cavok Air
50822e,ur-wrh,a321,Airbus A321-231,Windrose
50822f,ur-wri,a321,Airbus A321-231,Windrose
508231,ur-wrk,a320,Airbus A320-211,Windrose
508232,ur-gec,b763,Boeing 767-33A,Ukraine International Airlines
508246,ur-gbe,b735,Boeing 737-548,Ukraine International Airlines
50824a,ur-wrm,a320,Airbus A320-212,Windrose
50824d,ur-47297,an24,Antonov An-24PB,Motor Sich Airlines
50824f,ur-geb,b763,Boeing 767-33A,Ukraine International Airlines
508253,ur-alc,sf34,Saab 340B,AeroJet Airlines
508256,ur-ukr,a148,Antonov An-148,Ukraine Government
508267,ur-ema,e190,Embraer ERJ-190,Ukraine International Airlines
508268,ur-emb,e190,Embraer ERJ-190,Ukraine International Airlines
50826e,ur-apm,sf34,Saab 340B,Air Urga
50826f,ur-cif,il76,Ilyushin Il-76TD,ZetAvia
508271,ur-gbf,b735,Boeing 737-548,Ukraine International Airlines
508272,ur-gba,b733,Boeing 737-36N,Ukraine International Airlines
508277,ur-cju,md83,McDonnell Douglas MD-83,Khors Aircompany
508278,ur-pse,b738,Boeing 737-84R,Ukraine International Airlines
508279,ur-psf,b738,Boeing 737-84R,Ukraine International Airlines
50827c,ur-ldb,c680,Cessna 680 Citation Sovereign,Business Jet Travel Airline
508283,ur-nst,prm1,Raytheon 390 Premier,Business Jet Travel Airline
508285,ur-usb,prm1,Raytheon 390 Premier,Business Aviation Centre
50828a,ur-prm,galx,Gulfstream G200 Galaxy,Private owner
508290,ur-cjz,md82,McDonnell Douglas MD-82,Iran Air Tours
50829e,ur-ckc,an72,Antonov AN74TK-100,Cavok Air
5082a0,ur-ckl,an12,Antonov An-12,Cavok Air
5082a8,ur-ckm,an12,Antonov An-12,Cavok Air
5082b2,ur-clm,b407,Bell 407 GX,Private owner
5082b4,ur-atb,b429,Bell 429 GlobalRanger,Private owner
5082c2,ur-utp,b738,Boeing 737-8Q8,UTair Ukraine
5082c7,ur-psh,b738,Boeing 737-85R,Ukraine International Airlines
5082c8,ur-psg,b738,Boeing 737-85R,Ukraine International Airlines
5082cb,ur-utq,b738,Boeing 737-83N,UTair-Ukraine
5082cd,ur-wro,a321,Airbus A321-211,Windrose
5082cf,02-blue,an70,Antonov An-70,Antonov Design Bureau
5082de,ur-utr,b738,Boeing 737-8Q8,UTair-Ukraine
5082e4,ur-eep,b429,Bell 429 Global Ranger,Private owner
5082e6,ur-psi,b739,Boeing 737-9KV,Ukraine International Airlines
5082e7,ur-nte,an28,Antonov An-28,Antonov Design Bureau
5082e8,ur-eme,e190,Embraer ERJ-190,Ukraine International Airlines
5082e9,ur-emd,e190,Embraer ERJ-190,Ukraine International Airlines
5082ea,ur-emc,e190,Embraer ERJ-190,Ukraine International Airlines
5082ec,ur-yab,sf34,Saab 340A,YanAir
5082ef,ur-psk,b739,Boeing 737-94X,Ukraine International Airlines
5082f0,ur-psl,b739,Boeing 737-94X,Ukraine International Airlines
5082f1,ur-wrq,a332,Airbus A330-223,Windrose
5082f3,ur-elv,sf34,Saab 340B,Air Urga
5082f4,ur-yad,a320,Airbus A320-211,YanAir
5082fa,ur-elq,sf34,Saab 340,Air Urga
5082fb,ur-kdm,an12,Antonov Anâ12BK,Cavok Air
508300,ur-cmc,il76,Ilyushin Il-76TD,Europe Air
508302,ur-psj,b739,Boeing 737-9KV,Ukraine International Airlines
50830e,ur-aja,a320,Airbus A320-214,Atlasjet Ukraine
50830f,ur-ajb,a320,Airbus A320-233,Atlasjet Ukraine
50831a,ur-cme,a320,Airbus A320-212,YanAir
50831b,ur-cmk,a320,Airbus A320-212,YanAir
50831c,ur-els,sf34,Saab 340B,Air Urga
508335,ur-ish,lj60,Learjet 60XR,Private owner
508337,ur-cnf,b733,Boeing 737-3Z0,YanAir
508338,ur-cne,b735,Boeing 737-505,Bravo Airways
50833d,ur-cnj,a320,Airbus A320-211,Zagros Air
50833f,ur-cnk,a320,Airbus A320-211,Zagros Air
508340,ur-cnp,b734,Boeing 737-4Y0,YanAir
508341,ur-cnt,an12,Antonov An-12BK,Ukraine Air Alliance
508343,ur-cnu,a320,Airbus A320-212,Dart Airlines
508347,ur-exp,a178,Antonov An-178,Antonov Design Bureau
50834e,ur-cob,md83,McDonnell Douglas MD-83,Kam Air
508353,ur-cmv,a320,Airbus A320-211,Dart Airlines
508358,ur-cog,b733,Boeing 737-301,YanAir
50835b,ur-cof,a320,Airbus A320-231,Kam Air
50835c,ur-coc,md83,McDonnell Douglas MD-83,Kam Air
50855e,ur-cak,an12,Antonov An-12,Ukraine Air Alliance
50ff08,ur-mhpc,ec45,Eurocopter EC-145,Private owner
50ff10,ur-idd,da42,Diamond DA42 Twin Star,Private owner
50ff11,ur-mhf,pc12,Pilatus PC12/47E,Private owner
50ff20,ur-ich,ec55,Eurocopter EC-155B-1,Private owner
50ff39,ur-78820,il76,Ilyushin Il-76MD,Ukrainian Air Force
50ff3c,32,an32,Dassault Falcon 10,French Navy
50ff5f,r11-004,il76,Ilyushin Il-78MP,Pakistan Air Force
510001,ew-85815,t154,Tupolev Tu-154,Belarus Government
510002,ew-85703,t154,Tupolev Tu-154,Belavia
510010,ew-85748,t154,Tupolev Tu-154,Belavia
510018,ew-85741,t154,Tupolev Tu-154,Belavia
51001c,ew-78843,il76,Ilyushin IL76TD,Transaviaexport Airlines
51001e,ew-78779,il76,Ilyushin IL76TD,Atlant-Soyuz Airlines
51002a,ew-250pa,b735,Boeing 737-524,Belavia
51002b,ew-001pa,b738,Boeing 737-8EV,Belarus Government
51002c,ew-251pa,b735,Boeing 737-5Q8,Belavia
510035,ew-100pj,crj1,Canadair CRJ-100,Belavia
51003b,ew-259tg,an26,Antonov An-26,Genex
510041,ew-252pa,b735,Boeing 737-524,Belavia
510042,ew-253pa,b735,Boeing 737-524,Belavia
510043,ew-254pa,b733,Boeing 737-3Q8,Belavia
510045,ew-275ti,an12,Antonov An-12,Ruby Star
510046,ew-276pj,crj2,Canadair CRJ-200,Belavia
510047,ew-277pj,crj2,Canadair CRJ-200,Belavia
510048,ew-282pa,b733,Boeing 737-3Q8,Belavia
510049,ew-283pa,b733,Boeing 737-3Q8,Belavia
51004a,ew-278tg,an26,Antonov An-26,Genex
51004e,ew-290pa,b735,Boeing 737-5Q8,Belavia
510051,ew-294pa,b735,Boeing 737-505,Belavia
510055,ew-301pj,crj2,Canadair Challenger 850,Belavia
51005a,ew-303pj,crj2,Canadair CRJ-200,Belavia
51005d,ew-308pa,b733,Boeing 737-3K2,Belavia
51005e,ew-001pb,b763,Boeing 767-32KER,Belarus Government
510069,ew-338ti,an12,Antonov An-12,Ruby Star
51006a,ew-336pa,b733,Boeing 737-3Q8,Belavia
51006c,ew-340po,e75l,Embraer ERJ-175,Belavia
51006d,ew-341po,e75l,Embraer ERJ-175,Belavia
510076,ew-355th,il76,Ilyushin IL-76,Ruby Star
510077,ew-366pa,b733,Boeing 737-31S,Belavia
51007b,ew-378tg,an26,Antonov An-26,Vulkan Air
51007e,ew-328tg,an26,Antonov An-26,Genex
51007f,ew-399po,e195,Embraer ERJ-195,Belavia
510080,ew-400po,e195,Embraer ERJ-195,Belavia
510082,ew-404pa,b733,Boeing 737-3L9,Belavia
510083,ew-407pa,b733,Boeing 737-36M,Belavia
510087,ew-395th,il76,Ilyushin Il-76T,RubyStar
51008b,ew-435ti,an12,Let L-410 UVP-E20 Turbolet,Private owner
51008d,ew-437pa,b738,Boeing 737-8K5,Belavia
51008e,ew-438pa,b738,Boeing 737-86Q,Belavia
510090,ew-445tq,b742,Boeing 747-281B,Transaviaexport Cargo Airline
510091,ew-414ll,da40,Diamond DA-40 Diamond Star,Private owner
510099,ew-450tr,il62,Ilyushin Il-62MGr,Rada Airlines
51102c,es-pjr,js32,BAe Jetstream 32,Avies
511036,es-tlb,l39,Aero L-39 Albatros,Breitling Jet Team
51103c,es-maa,c208,Cessna 208B Grand Caravan,Private owner
51103d,es-plw,l410,Let L-410UVP,Estonia - Border Guard
511040,es-ylz,l39,Aero L-39 Albatros,Skyline Aviation
511043,es-ecy,c172,Cessna 172 Skyhawk,Private owner
511044,es-ecf,c172,Cessna 172R,Private owner
51104c,es-pwb,a139,AgustaWestland AW139,Estonia Police and Border Guar
511055,es-pwa,a139,AgustaWestland AW139,Estonia Police and Border Guar
511056,es-tlh,l39,Aero L-39C Albatros,Lions Air
511058,41,an2,Saab JAS 39C Gripen,Hungarian Air Force
511064,es-acb,crj9,Canadair CRJ-900,Estonian Air
511065,es-acc,crj9,Canadair CRJ-900,Estonian Air
511066,es-acd,crj9,Canadair CRJ-900,Estonian Air
511068,es-raz,l39,Aero L-39C Albatros,Lions Air
511080,es-tln,l39,Aero L-39C Albatros,Team Russ
511083,es-tlq,l39,Aero L-39C Albatros,RUSS Aerobatic Team
51108d,es-pwc,a139,AgustaWestland AW139,Estonia Police and Border Guar
51108e,es-tle,l39,Aero L39ZO Albatros,Skyline Aviation
511094,es-pja,js31,BAe Jetstream 31,Avies
511097,es-aea,e170,Embraer ERJ-170,Estonian Air
511098,es-aeb,e170,Embraer ERJ-170,Estonian Air
511099,es-aec,e170,Embraer ERJ-170,Estonian Air
51109a,es-aed,e170,Embraer ERJ-170,Estonian Air
51109d,es-lsa,sf34,Saab 340AF,Airest
51109e,es-fsr,sr22,Cirrus SR22,Private owner
51109f,es-pvm,p28a,Piper PA28-180,Private owner
5110a5,es-lsb,sf34,Saab 340AF,Airest
5110a6,es-sal,a320,Airbus A320-214,Corendon Airlines
5110aa,es-lsc,sf34,Saab 340AF,Airest
5110b1,es-pjh,js32,BAe Jetstream 32,Avies
5110b6,es-,l39,Aero L-39 Albatros,Breitling Jet Team
5110b7,es-gce,gyro,AutoGyro Calidus,Private owner
5110ba,es-lsd,sf34,Saab 340AF,Airest
5110bb,es-lse,sf34,Saab 340AF,Airest
5110be,es-sak,a320,Airbus A320-214,Corendon Airlines
5110bf,es-sam,a320,Airbus A320-232,SmartLynx Estonia
5110c3,es-lsf,sf34,Saab 340A,Airest
5110c4,es-ace,crj7,Canadair CRJ-700,Estonian Air
5110c5,es-acf,crj7,Canadair CRJ-701ER,Estonian Air
512015,z3-aam,b735,Boeing 737-529,MAT Airways
512022,z3-ua-010,pivi,Pipistrel Virus SW,Private owner
512441,n44ae,pa34,Piper PA-34-200T,Private owner
51300b,e7-sms,c525,Cessna 525 CitationJet CJ1+,Government of Bosnia
514013,4l-gaa,crj2,Canadair Challenger 850,Georgian Airways
51402c,4l-tgm,b737,Boeing 737-76N,Airzena Georgian Airways
51402f,4l-tgs,crj2,Canadair CRJ-200,Georgian Airways
514036,4l-ace,b743,Boeing 747-329,Aquiline International
51403f,4l-tgi,b735,Boeing 737-505,Airzena Georgian Airways
514042,4l-abi,a30b,Airbus A300F4-203,Georgian Star International
51404b,4l-tgb,crj2,Canadair CRJ-200,Georgian Airways
51404c,4l-tgn,b737,Boeing 737-7BK,Airzena Georgian Airways
514050,4l-ima,b733,Boeing 737-322,Trans Air Congo
51405c,4l-bic,a30b,Airbus A300F4-203,Georgian Star International
51405d,4l-mrk,b742,Boeing 747-281F,The Cargo Airlines
51405e,4l-tzs,b742,Boeing 747-281F,Kam Air
514074,4l-ams,a30b,Airbus A300B4-203F,The Cargo Airlines
514078,4l-kab,b742,Boeing 747-246F,The Cargo Airlines
515226,ey-550,b735,Boeing 735-529,Asia Airways
51522b,ey-555,b733,Boeing 737-3Y5,Somon Air
5152ef,ey-751,b752,Boeing 757-2Q8,Tajik Air
5152f0,ey-752,b752,Boeing 757-2Q8,Tajik Air
5152f2,ep-tbj,b734,Boeing 737-4Q8,Tajik Air
5152f5,ey-757,b752,Boeing 757-231,Tajik Air
515309,ey-777,b738,Boeing 737-8GJ,Somon Air
515313,ey-787,b738,Boeing 737-8GJ,Somon Air
515536,n54x,exp,,
516031,4o-aod,e190,Embraer ERJ-195,Montenegro Airlines
516091,4o-aoa,e195,Embraer ERJ-195,Montenegro Airlines
516093,4o-aom,f100,Fokker 100,Montenegro Airlines
516094,4o-aop,f100,Fokker 100,Montenegro Airlines
516097,4o-aob,e195,Embraer ERJ-195,Montenegro Airlines
516098,4o-aoc,e195,Embraer ERJ-195,Montenegro Airlines
520c30,ep-cap,b734,Boeing 737-4H6,Caspian Airlines
521057,n65rw,rv7,Amateur Vans RV-7A,Private owner
526504,n8281y,pa32,,
527721,n87dx,rv7,,
531a36,ep-fqv,rj1h,Avro RJ-100,Qeshm Airlines
5ba6c8,ra-87908,yk40,Yakovlev Yak-40,Ak Bars Aero
5faa9a,n155mw,crj2,Canadair CRJ-200,Private owner
600000,00000000,0000,Beech C90 King Air,Private owner
60002f,ek-12104,an12,Antonov An-12,Air Armenia
60005f,ew-412th,il76,Ilyushin Il-76TD,RubyStar
60009d,ek73775,b735,Boeing 737-55S,Armavia
60009f,ek-73772,b735,Boeing 737-55S,Armavia
6000a2,ek73797,b735,Boeing 737-505,Air Armenia
600801,4k-8888,a319,Airbus A319-115X CJ,Azerbaijan Government
600803,4k-az03,a319,Airbus A319-111,Azerbaijan Airlines
600804,4k-az04,a319,Airbus A319-111,Azerbaijan Airlines
600805,4k-az05,a319,Airbus A319-111,Azerbaijan Airlines
600807,4k-ai07,a320,Airbus A320-214,Azerbaijan Airlines
60080c,4k-az12,b752,Boeing 757-22L,Azerbaijan Airlines
600826,4k-az38,b752,Boeing 757-256,Azerbaijan Airlines
600828,4k-az40,il76,Ilyushin IL76TD,Silk Way Airlines
600829,4k-az41,il76,Ilyushin IL76TD,Silk Way Airlines
600834,4k-az52,e170,ATR 42-500,Azerbaijan Airlines
60083c,ur-cgx,an12,Antonov An-12,Shovkoviy Shlyah Airlines
600840,4k-az64,e190,Embraer ERJ-190,Azerbaijan Airlines
600841,4k-az65,e190,Embraer ERJ-190,Azerbaijan Airlines
600842,4k-az66,e190,Embraer ERJ-190,Azerbaijan Airlines
600843,4k-az67,e190,Embraer ERJ-190,Azerbaijan Airlines
60084d,4k-az77,a320,Airbus A320-214,Azerbaijan Airlines
60084e,4k-az78,a320,Airbus A320-214,Azerbaijan Airlines
60084f,4k-az79,a320,Airbus A320-214,Azerbaijan Airlines
600850,4k-az80,a320,Airbus A320-214,Azerbaijan Airlines
600851,4k-az81,b763,Boeing 767-32L,Azerbaijan Airlines
600852,4k-az82,b763,Boeing 767-32LER,Azerbaijan Airlines
600853,4k-az83,a320,Airbus A320-214,Azerbaijan Airlines
600854,4k-az84,a320,Airbus A320-214,Azerbaijan Airlines
600855,4k-az85,a345,Airbus A340-542,Azerbaijan Airlines
600856,4k-az86,a345,Airbus A340-542,Azerbaijan Airlines
60085d,4k-az93,an12,Antonov An-12,Silk Way Airlines
600864,4k-az100,il76,Ilyushin IL76TD,Silk Way Airlines
600865,4k-az101,il76,Ilyushin IL76TD-90VD,Silk Way Airlines
600873,4k-az115,a139,AgustaWestland AW139,Silk Way Helicopter
600876,4k-az118,a139,AgustaWestland AW139,Silk Way Helicopter
600879,4k-az121,a139,AgustaWestland AW139,Silk Way Helicopter
60087d,4k-az125,a139,AgustaWestland AW139,Silk Way Helicopter
60087f,4k-az127,a139,AgustaWestland AW139,Silk Way Helicopter
600880,4k-az128,a139,AgustaWestland AW139,Silk Way Helicopter
600881,4k-78129,il76,Ilyushin IL76TD,Silk Way Airlines
600b21,4k-sw888,b744,Boeing 747-4R7F,Silk Way Airlines
600b28,4k-az808,at45,ATR 42-500,SW Business Aviation
600bbe,4k-sw008,b744,Boeing 747-4R7,Silk Way West Airlines
600bbf,4k-az11,b752,Boeing 757-22L,Azerbaijan Airlines
600bc0,4k-ai08,a346,Airbus A340-642,Azerbaijan Airlines
600be8,4k-ai01,b763,Boeing 767-32LER,Azerbaijan Airlines
60100d,ex-00001,t154,Tupolev Tu-154M,Kyrgyzstan Airlines
601096,ex-37501,b735,Boeing 737-59D,Air Kyrgyzstan
601097,ex-37008,b733,Boeing 737-3Y0,Avia Traffic
6010a3,ex-37301,b733,Boeing 737-382,Air Kyrgyzstan
6010ac,ex-37402,b734,Boeing 737-42R,Pegasus Asia
6010b5,ex-37801,b738,Boeing 737-82R,Air Manas
6010f8,ex-27007,b462,BAe 146-200,Avia Traffic Company
6010fa,ex-32002,a320,Airbus A320-231,Air Bishkek
601100,ex-37010,b733,Boeing 737-3L9,Avia Traffic
601839,ez-a779,b77l,Boeing 777-22K,Turkmenistan Airlines
60183a,ez-a778,b77l,Boeing 777-22K,Turkmenistan Airlines
60183b,ez-a017,b738,Boeing 737-82K,Turkmenistan Airlines
60183c,ez-a016,b738,Boeing 737-82K,Turkmenistan Airlines
60183d,ez-a015,b738,Boeing 737-82K,Turkmenistan Airlines
601841,ez-b021,h25c,Hawker Beechcraft 1000,Turkmenistan Government
601847,ez-a012,b752,Boeing 757-22K,Turkmenistan Airlines
601848,ez-a013,il76,Ilyushin IL76TD,Turkmenistan Airlines
601849,ez-a014,b752,Boeing 757-22K,Turkmenistan Airlines
601850,ez-f427,il76,Ilyushin Il-76TD,Turkmenistan Airlines
601854,ez-a106,b712,Boeing 717-22K,Turkmenistan Airlines
601856,ez-s720,s92,Sikorsky S-92A,Turkmenistan Government
601857,ez-s721,s92,Sikorsky S-92A,Turkmenistan Government
601858,ez-a004,b738,Boeing 737-82K,Turkmenistan Airlines
601859,ez-a005,b738,Boeing 737-82K,Turkmenistan Airlines
60185a,ez-a007,b737,Boeing 737-7GL,Turkmenistan Airlines
60185f,ez-a008,b737,Boeing 737-7GL,Turkmenistan Airlines
601860,ez-a009,b737,Boeing 737-7GL,Turkmenistan Airlines
601861,ez-a777,b772,Boeing 777-22KER,Turkmenistan Airlines
6030fe,ex-37005,b733,Boeing 737-3Y0,Avia Traffic
610000,n6174b,c210,Cessna T210M,Private owner
613133,4k-78131,il76,Ilyushin IL76TD,Silk Way Airlines
49d237,ok-sil,pa32,Piper PA-32R-301T Saratoga II,Private owner
49d23d,ok-aaa,b105,Messerschmitt-BÃ¶lkow-Blohm Bo,"Blue Sky Service, s.r.o."
49d23f,ok-pmd,p46t,Piper PA-46-500TP Malibu Merid,Private owner
49d244,ok-mis,c402,Cessna 402,PRIMIS spol. s r.o.
49d248,ok-pmb,p46t,Piper PA-46-500TP Malibu Merid,Piper OK
49d249,ok-yak,yk18,Yakovlev Yak-18T,Private owner
49d24a,ok-oks,pay4,Piper PA-42-1000 Cheyenne 400,Private owner
49d24d,ok-uwe,sr22,Cirrus SR22,Private owner
49d250,ok-pia,p180,Piaggio P180 Avanti,Europe Continental Airways
49d254,ok-pmc,pc12,Pilatus PC12/47E,Private owner
49d25d,ok-els,c72r,Cessna 172RG Cutlass RG,Private owner
49d266,ok-tvx,b738,Boeing 737-8Z9,Travel Service
49d269,ok-gps,sira,Tecnam P-92JS Echo,F-Air
49d26c,ok-tvr,b738,Boeing 737-86N,Travel Service
49d26e,ok-tea,p28a,Piper PA-28-181 Archer III,Private owner
49d276,ok-tvu,b738,Boeing 737-86N,Travel Service
49d27a,ok-hdg,echo,Tecnam P.92-JS Echo,Private owner
49d27d,ok-may,r22,Robinson R22,Private owner
49d27e,ok-xyj,z43,Zlin Z-143L,Private owner
49d283,ok-tvy,b738,Boeing 737-8Q8,SmartWings
49d287,ok-tvv,b738,Boeing 737-86N,Travel Service
49d289,ok-vik,s22t,Cirrus SR22T,Private owner
49d28a,ok-elr,c172,Cessna 172S Skyhawk SP,Elmontex Air
49d28d,ok-gfi,tb20,Socata TB-20 Trinidad,Private owner
49d28e,ok-alt,p46t,Piper PA-46-500TP Malibu Merid,Private owner
49d293,ok-jum,l410,LET L-410UVP Turbolet,Private owner
49d29a,ok-smt,pa46,Piper PA-46-350P Malibu Mirage,Private owner
49d29e,ok-eib,sr20,Bell 429 GlobalRanger,Private owner
49d2a5,ok-cab,g2ca,Guimbal Cabri G2,Private owner
49d2ae,ok-pcc,pc12,Pilatus PC12/47E,Piper OK
49d2b1,ok-dna,evss,Evektor Sports Star,Private Owner
49d2b7,ok-tvw,b738,Boeing 737-86Q,Smart Wings
49d2b9,ok-sww,b737,Boeing 737-7Q8,SmartWings
49d2ba,ok-cok,c172,Cessna 172S Skyhawk SP,Private owner
49d2bb,ok-pce,pc12,Pilatus PC12/47E,Piper OK
49d2be,ok-rys,c152,Cessna C152,
49d2c1,ok-mmc,c152,Cessna 152,Czech Aviation
49d2c3,ok-mma,c172,Cessna 172P Skyhawk,Private owner
49d2c4,ok-pvg,pc12,Boeing 737-86N,Travel Service
49d2c5,ok-ces,c172,Boeing 737-86Q,Travel Service Hungary
49d2c8,ok-czg,c208,Cessna 208B Grand Caravan,Private owner
49d2cd,ok-eia,an2,Antonov An-2,Private owner
49d2ce,ok-gfs,at75,ATR 72-500,Czech Airlines
49d2cf,ok-gfq,at75,ATR 72-500,Czech Airlines
49d2d0,ok-gfr,at75,ATR 72-500,Czech Airlines
49d2d1,ok-svm,sr22,Cirrrus SR22,Private owner
49d2df,ok-pok,sr22,Cirrus Design Corp	SR-22,Private Owner
49d2e0,ok-pcd,pc12,Pilatus PC12/47E,Piper OK
49d2e1,ok-kar,s22t,Cirrus SR22T,Private owner
49d2ea,ok-mcc,p06t,Piper PA-46-500TP Malibu Merid,Private owner
49d2f2,ok-utc,c172,Cessna C172S,F-Air
49d2f4,ok-vut,c172,Cessna 172 Skyhawk,Elmontex Air
49d2f6,ok-dsw,as50,Eurocopter AS 350B3 Ecureuil,Delta System-Air
49d2f8,ok-sgr,b429,Bell 407GX,Private owner
49d2f9,ok-oam,sr22,Cirrus SR22,Private owner
49d2fa,ok-fab,c152,Cessna 152,Private owner
49d2fb,ok-tsa,b738,Boeing 737-8S3,SmartWings
49d2fc,ok-tsc,b738,Boeing 737-8FH,SmartWings
49d2fd,ok-yba,a333,Airbus A330-323X,Czech Airlines
49d300,ok-azi,sr22,Cirrus SR-22,Private owner
49d301,ok-sky,c150,Bell 429 GlobalRanger,Private owner
49d302,ok-mch,wt9,Aerospool WT9 Dynamic LSA,Private owner
49d30b,ok-san,pa34,Piper PA-34-220T Seneca III,Privet owner
49d30c,ok-lll,p46t,Piper PA-46-500TP Malibu Merid,Private owner
49d30e,ok-chf,sr22,Cirrus SR-22 GTS,Private owner
49d317,ok-jpb,l410,Let L410UVP-E20,Aircraft Industries
49d31e,ok-stl,sr22,Cirrus SR22,Private owner
49d31f,ok-mja,l39,Aero L-39 Albatros,Private owner
49d321,ok-pes,c152,Cessna 152 II,Private owner
49d322,ok-isp,ac11,Rockwell Commander 114,Private owner
49d325,ok-raw,rf6,Bell 429 Global Ranger,"Bell Helicopter Prague, a.s."
49d327,ok-tsd,b738,Boeing 737-8Q8,Travel Service
49d328,ok-pvn,pa46,Piper PA-46-350P,Private owner
49d332,ok-gui,g2ca,Guimbal G-2 Cabri,Motoservis-Deyl / LTS sro
49d333,ok-eko,e400,Extra	EA-400,Private owner
49d335,ok-okv,pay3,Piper PA-42-720 Cheyenne 3,Private owner
49d33a,ok-jdw,l410,Let L-410UVP-E20,Orenburzhye
49d33b,ok-vyr,c152,Reims-Cessna F152,Private owner
49d33c,ok-tal,c206,Cessna TU206H Turbo Stationair,Private owner
49d33f,ok-cll,c172,Cessna 172,Elmontex Air
49d340,ok-cap,c172,Cessna 172S Skyhawk SP,Private owner
49d341,ok-mnp,b06,Cirrus SR22T,Private owner
49d352,ok-uti,mg15,Mikoyan Gurevich MiG-15 UTI,Czech Flying Legends
49d353,ok-okp,s22t,Cessna 182T Skylane,Private Owner
49d35c,ok-pif,h269,Schweizer Hughes 269 C-1,Private owner
49d35f,ok-faa,pa44,Piper PA-44-180 Seminole,Private owner
49d360,ok-art,s22t,Cirrus SR22T,Private owner
